,ROA,ROE,cash_flow,Annual_yield,Daily_yield,Max_withdraw,Var10,Var5,active_profit_annual,active_profit_daily,active_profit_total,active_risk,alpha,beta,downside_risk,total_yield,varance,win_rate,ind,news,clu
10,0.5526315789473685,0.5921052631578947,0.5526315789473685,0.4868421052631579,0.4868421052631579,0.7368421052631579,0.5131578947368421,0.4736842105263158,0.4868421052631579,0.4868421052631579,0.4736842105263158,0.7631578947368421,0.7894736842105263,0.7236842105263158,0.7368421052631579,0.4868421052631579,0.7894736842105263,0.6447368421052632,0.5171703296703297,1.0,4
11,0.75,0.5,0.25,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.25,0.75,0.5,0.25,1.0,0.25,0.25,0.0,1.0,4
12,0.375,0.4375,0.5625,0.5625,0.5625,0.5625,0.75,0.6875,0.5625,0.5625,0.5625,0.4375,0.375,0.5,0.5625,0.5625,0.4375,0.4375,0.2271062271062271,1.0,4
13,0.25,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.75,1.0,0.75,0.75,1.0,1.0,1.0,0.75,1.0,0.42857142857142855,0.0,4
14,0.6388888888888888,0.6666666666666666,0.5833333333333334,0.75,0.75,0.8888888888888888,0.6944444444444444,0.6388888888888888,0.75,0.75,0.75,0.8055555555555556,0.8888888888888888,0.6944444444444444,0.6388888888888888,0.75,0.8055555555555556,0.8611111111111112,0.4739010989010989,1.6666666666666667,2
15,0.4807692307692308,0.5576923076923077,0.7115384615384616,0.5,0.5,0.40384615384615385,0.7884615384615384,0.8076923076923077,0.4807692307692308,0.4807692307692308,0.4807692307692308,0.5,0.5769230769230769,0.5384615384615384,0.38461538461538464,0.5192307692307693,0.5,0.4230769230769231,0.3876123876123876,1.0,4
16,0.75,0.8333333333333334,0.75,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.4166666666666667,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9166666666666666,0.75,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.9166666666666666,0.6666666666666666,0.5238095238095238,1.5,2
17,0.375,0.625,0.5,0.625,0.625,1.0,0.25,0.25,0.625,0.625,0.625,1.0,0.875,0.625,0.875,0.625,1.0,0.625,0.7032967032967034,0.0,4
18,0.45,0.425,0.725,0.575,0.575,0.725,0.45,0.425,0.475,0.475,0.475,0.8,0.45,0.875,0.825,0.475,0.825,0.35,0.5653235653235653,2.0,2
19,0.5,0.5,0.5,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.75,0.5,0.5,1.0,0.75,0.75,0.5,0.2967032967032967,0.0,4
20,0.625,0.6845238095238095,0.5714285714285714,0.75,0.75,0.6964285714285714,0.5595238095238095,0.5416666666666666,0.7380952380952381,0.7380952380952381,0.7380952380952381,0.7619047619047619,0.7261904761904762,0.5773809523809523,0.6845238095238095,0.7261904761904762,0.7380952380952381,0.6488095238095238,0.4353587588881707,2.090909090909091,2
21,0.25,0.25,0.75,0.25,0.25,0.5,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.0,0.0,3
22,0.6226655348047538,0.5747028862478778,0.6311544991511036,0.6782682512733447,0.6782682512733447,0.6960950764006791,0.4872665534804754,0.5152801358234296,0.6918505942275043,0.6918505942275043,0.6884550084889643,0.7491511035653651,0.7071307300509337,0.6434634974533107,0.6960950764006791,0.6778438030560272,0.7491511035653651,0.6719015280135824,0.4089137953679792,1.725,2
23,1.0,1.0,0.625,0.875,0.875,0.75,1.0,1.0,0.875,0.875,0.875,0.375,0.5,0.75,0.375,0.875,0.375,0.25,0.6318681318681318,1.0,4
