1,0.75,0.5,1,1,0.5,0.25,0.5,1,1,1,1,1,0.25,0.75,1,1,1,0.153846154,0.033333333
0.75,0.25,0.25,1,1,0.75,0.25,0.25,1,1,1,1,0.75,0.25,1,1,1,1,0,0.033333333
1,0.75,1,1,1,0.75,0.25,0.25,1,1,1,1,1,0.5,1,1,1,1,0.318681319,0.033333333
0.75,0.5,0.5,1,1,0.25,0.25,0.25,1,1,1,1,1,0.75,1,1,1,1,0.505494505,0.033333333
0.25,0.5,0.5,0.75,0.75,0.25,0.5,0.5,0.75,0.75,0.75,0.75,0.75,1,0.75,0.75,0.75,0.75,0.428571429,0.066666667
0.75,0.25,0.25,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.75,1,0.75,1,1,0.75,1,1,0.428571429,0.066666667
0.666666667,0.75,0.75,1,1,0.833333333,0.583333333,0.5,1,1,1,0.833333333,0.916666667,0.75,0.75,1,0.833333333,1,0.483516484,0.066666667
0.25,0.75,0.75,1,1,1,0.5,0.5,1,1,1,1,0.75,0.75,0.75,1,1,1,0.428571429,0.066666667
1,0.25,1,1,1,0.75,0.25,0.25,0.75,0.75,1,0.75,0.75,1,1,1,1,1,0.769230769,0.066666667
0.25,0.5,0.75,1,1,0.75,0.25,0.5,1,1,1,1,0.75,0.5,0.75,1,1,1,0.604395604,0.066666667
0.45,0.5,0.65,1,1,0.9,0.3,0.3,1,1,1,0.85,0.9,0.85,0.9,0.95,0.85,0.85,0.39010989,0.066666667
0.5,0.5,0.25,1,1,1,0.25,0.25,1,1,1,1,1,1,1,1,1,1,0.714285714,0.066666667
0.25,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.75,1,0.75,0.75,1,1,1,0.75,1,0.428571429,0.066666667
0.5,0.25,0.5,0.75,0.75,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.5,1,1,0.75,0.75,0.5,0.428571429,0.066666667
0.5,0.25,0.25,0.75,0.75,0.25,0.25,0.25,0.75,0.75,0.75,1,0.75,0.75,1,0.75,1,1,0.527472527,0.066666667
0.75,0.75,1,0.5,0.5,0.5,0.25,0.25,0.5,0.5,0.5,0.75,0.5,0.75,1,0.5,1,0.75,0.087912088,0.1
0.75,0.5,1,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.25,1,1,0.5,0.75,1,0.428571429,0.1
0.375,0.625,0.5,0.625,0.625,1,0.25,0.25,0.625,0.625,0.625,1,0.875,0.625,0.875,0.625,1,0.625,0.703296703,0.133333333
0.45,0.425,0.725,0.575,0.575,0.725,0.45,0.425,0.475,0.475,0.475,0.8,0.45,0.875,0.825,0.475,0.825,0.35,0.565323565,0.133333333
0.625,0.625,0.375,0.5,0.5,0.875,0.375,0.375,0.5,0.5,0.5,0.875,0.5,0.875,0.875,0.5,0.875,0.375,0.736263736,0.133333333
0.25,0.5,0.75,0.75,0.75,1,0.25,0.25,0.5,0.5,0.5,1,1,1,1,0.75,1,0.25,0.714285714,0.133333333
0.75,0.75,0.75,0.875,0.875,0.625,0.375,0.25,0.75,0.75,0.875,0.875,1,0.25,1,0.75,0.875,1,0.357142857,0.166666667
0.75,0.833333333,0.75,0.666666667,0.666666667,0.666666667,0.416666667,0.333333333,0.666666667,0.666666667,0.666666667,0.916666667,0.75,0.666666667,0.833333333,0.666666667,0.916666667,0.666666667,0.523809524,0.166666667
0.75,0.75,1,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,1,1,0.25,1,0.5,1,0.75,0.395604396,0.166666667
0.642857143,0.892857143,0.642857143,0.678571429,0.678571429,0.571428571,0.357142857,0.392857143,0.75,0.75,0.75,0.857142857,0.678571429,0.714285714,0.857142857,0.678571429,0.892857143,0.714285714,0.381475667,0.166666667
0.875,0.75,0.875,0.75,0.75,0.625,0.25,0.5,0.625,0.625,0.75,1,1,0.375,0.75,0.75,1,0.875,0.351648352,0.166666667
0.666666667,1,0.666666667,0.666666667,0.666666667,0.75,0.25,0.416666667,0.666666667,0.666666667,0.666666667,1,1,0.5,0.75,0.666666667,1,0.416666667,0.307692308,0.166666667
0.75,1,1,1,1,0.75,0.75,1,1,1,1,0.25,0.75,0.75,0.25,1,0.25,0.75,0.186813187,0.2
1,1,1,1,1,0.5,1,1,1,1,1,0.25,0.75,0.25,0.25,1,0.25,0.75,0,0.2
1,1,0.5,1,1,0.5,1,1,1,1,1,0.25,0.75,0.25,0.25,1,0.25,1,0,0.2
1,0.875,0.375,1,1,0.625,0.625,0.625,1,1,1,0.625,0.875,0.25,0.5,1,0.625,0.5,0.362637363,0.233333333
1,0.75,0.5,1,1,0.75,1,1,1,1,1,0.25,0.75,0.25,0.25,1,0.25,0.25,0,0.233333333
1,0.75,0.5,1,1,0.75,1,1,1,1,1,0.25,0.75,0.25,0.25,1,0.25,0.25,0,0.233333333
1,1,0.25,1,1,0.75,1,1,1,1,1,0.25,0.75,0.5,0.25,1,0.25,0.25,0,0.233333333
1,0.5,0.25,1,1,0.75,1,0.75,1,1,1,0.5,1,0.25,0.5,1,0.5,0.5,0.197802198,0.233333333
0.25,1,0.75,0.75,0.75,0.75,1,0.75,1,1,1,0.25,0.75,0.5,0.5,1,0.25,0.25,0.274725275,0.233333333
0.5,1,0.75,1,1,0.75,1,0.75,1,1,1,0.5,0.75,0.25,0.25,1,0.25,0.25,0.318681319,0.233333333
0.75,1,0.5,1,1,1,1,0.75,1,1,1,0.5,0.75,1,0.5,1,0.5,0.25,0.615384615,0.233333333
0.75,1,0.5,1,1,1,1,0.75,1,1,1,0.5,0.75,1,0.5,1,0.5,0.25,0.615384615,0.233333333
0.75,0.5,0.25,1,1,0.5,1,1,1,1,1,0.25,0.75,0.5,0.25,1,0.25,0.25,0,0.233333333
0.75,1,0.5,1,1,1,1,0.75,1,1,1,0.5,0.75,1,0.5,1,0.5,0.25,0.615384615,0.233333333
1,1,0.25,1,1,0.75,1,1,1,1,1,0.25,0.75,0.5,0.25,1,0.25,0.25,0,0.233333333
1,0.75,0.5,1,1,0.75,1,1,1,1,1,0.25,0.75,0.25,0.25,1,0.25,0.25,0,0.233333333
0.708333333,0.666666667,0.5,0.916666667,0.916666667,0.583333333,0.875,0.916666667,0.916666667,0.916666667,0.916666667,0.25,0.625,0.375,0.25,0.916666667,0.25,0.416666667,0.241758242,0.233333333
0.75,0.5,0.25,1,1,0.5,1,1,1,1,1,0.25,0.75,0.5,0.25,1,0.25,0.25,0,0.233333333
1,1,0.625,0.875,0.875,0.75,1,1,0.875,0.875,0.875,0.375,0.5,0.75,0.375,0.875,0.375,0.25,0.631868132,0.233333333
1,0.75,0.5,1,1,0.75,1,1,1,1,1,0.25,0.75,0.25,0.25,1,0.25,0.25,0,0.233333333
1,1,1,1,1,0.75,0.5,0.75,1,1,1,1,1,1,0.25,1,1,0.75,0.395604396,0.266666667
1,0.5,1,1,1,0.75,0.25,0.75,1,1,1,1,1,1,0.25,1,1,0.75,0.384615385,0.266666667
0.25,1,0.5,1,1,0.75,0.5,0.75,1,1,1,0.75,1,0.5,0.5,1,0.75,1,0.593406593,0.3
0.25,0.5,0.75,1,1,0.75,0.75,1,1,1,1,0.75,1,0.25,0.25,1,0.5,0.5,0.21978022,0.3
0.5,0.5,1,1,1,0.75,0.75,1,1,1,1,0.5,1,0.25,0.25,1,0.5,0.5,0.263736264,0.3
0.5,0.5,1,1,1,0.75,0.75,1,1,1,1,0.5,1,0.25,0.25,1,0.5,0.5,0.263736264,0.3
0.25,1,0.5,1,1,0.75,0.5,0.75,1,1,1,0.75,1,0.5,0.5,1,0.75,1,0.593406593,0.3
0.5,1,0.25,1,1,0.75,0.75,0.75,1,1,1,0.25,1,0.25,0.25,1,0.5,1,0.285714286,0.3
0.4375,0.9375,1,1,1,0.625,0.6875,0.8125,1,1,1,0.8125,1,0.3125,0.25,0.9375,0.8125,0.4375,0.57967033,0.3
0.375,0.75,0.5,1,1,0.9375,0.625,0.6875,1,1,1,0.625,0.8125,0.4375,0.5,1,0.625,0.625,0.472527473,0.3
0.5,1,0.5,1,1,0.5,0.75,1,1,1,1,0.75,1,0.25,0.25,1,0.75,0.5,0.164835165,0.3
1,1,1,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.5,0.75,0.5,0.5,0.428571429,0.333333333
0.65,0.615625,0.63125,0.659375,0.659375,0.65,0.609375,0.60625,0.6625,0.6625,0.6625,0.65,0.68125,0.61875,0.634375,0.6625,0.646875,0.6125,0.469047619,0.333333333
0.588709677,0.634164223,0.668621701,0.701612903,0.701612903,0.641495601,0.559384164,0.59457478,0.691348974,0.691348974,0.694281525,0.683284457,0.680351906,0.641495601,0.648093842,0.698680352,0.67888563,0.66202346,0.409583614,0.333333333
0.625,0.875,0.5,0.75,0.75,0.875,0.875,0.875,0.75,0.75,0.75,0.5,0.875,0.625,0.625,0.75,0.5,0.25,0.450549451,0.333333333
0.6875,0.625,0.3125,0.8125,0.8125,0.5625,0.75,0.75,0.8125,0.8125,0.8125,0.5,0.6875,0.625,0.4375,0.8125,0.5,0.5,0.379120879,0.333333333
0.5,0.625,0.875,0.875,0.875,0.625,0.625,0.75,0.875,0.875,0.875,0.625,0.75,0.25,0.5,0.875,0.625,0.75,0.098901099,0.333333333
0.5,0.625,0.625,0.875,0.875,0.625,0.375,0.625,0.75,0.75,0.875,0.625,0.75,0.625,0.625,1,0.625,0.625,0.494505495,0.333333333
0.5,0.5,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.5,0.75,0.75,0.75,0.5,1,0.428571429,0.333333333
0.65,0.8,0.9,0.8,0.8,0.75,0.65,0.7,0.8,0.8,0.8,0.55,0.8,0.55,0.7,0.8,0.55,0.7,0.564102564,0.333333333
0.620689655,0.698275862,0.672413793,0.655172414,0.655172414,0.586206897,0.681034483,0.689655172,0.698275862,0.698275862,0.698275862,0.637931034,0.689655172,0.560344828,0.560344828,0.655172414,0.637931034,0.577586207,0.434065934,0.333333333
0.701298701,0.785714286,0.633116883,0.62987013,0.62987013,0.691558442,0.62987013,0.691558442,0.62987013,0.62987013,0.62012987,0.613636364,0.668831169,0.448051948,0.551948052,0.642857143,0.616883117,0.5,0.440959041,0.333333333
0.75,0.6875,0.5,0.75,0.75,0.8125,0.625,0.8125,0.6875,0.6875,0.6875,0.5625,0.8125,0.5,0.4375,0.75,0.5625,0.625,0.340659341,0.333333333
0.6875,0.625,0.5625,0.625,0.625,0.5,0.625,0.625,0.625,0.625,0.625,0.5625,0.625,0.875,0.625,0.625,0.625,0.5625,0.575091575,0.333333333
0.5,0.5,0.5,0.75,0.75,0.5,0.625,0.625,0.75,0.75,0.75,0.5,0.5,0.5,0.75,0.75,0.5,1,0.587912088,0.333333333
0.666666667,0.666666667,0.791666667,0.708333333,0.708333333,0.583333333,0.708333333,0.75,0.708333333,0.708333333,0.708333333,0.541666667,0.666666667,0.5,0.458333333,0.666666667,0.5,0.916666667,0.351648352,0.333333333
0.552325581,0.534883721,0.61627907,0.686046512,0.686046512,0.668604651,0.656976744,0.61627907,0.680232558,0.680232558,0.674418605,0.622093023,0.645348837,0.691860465,0.61627907,0.668604651,0.627906977,0.587209302,0.417285417,0.333333333
0.57,0.69,0.67,0.74,0.74,0.52,0.78,0.78,0.73,0.73,0.73,0.5,0.64,0.58,0.51,0.81,0.49,0.6,0.46978022,0.333333333
0.586009174,0.56766055,0.634174312,0.684633028,0.684633028,0.628440367,0.561926606,0.596330275,0.707568807,0.707568807,0.70412844,0.686926606,0.686926606,0.653669725,0.649082569,0.706422018,0.686926606,0.649082569,0.432788833,0.333333333
0.681818182,0.545454545,0.545454545,0.659090909,0.659090909,0.613636364,0.681818182,0.681818182,0.681818182,0.681818182,0.659090909,0.568181818,0.545454545,0.772727273,0.636363636,0.681818182,0.613636364,0.704545455,0.433281005,0.333333333
0.552631579,0.697368421,0.75,0.684210526,0.684210526,0.605263158,0.763157895,0.723684211,0.710526316,0.710526316,0.710526316,0.526315789,0.592105263,0.5,0.565789474,0.697368421,0.5,0.723684211,0.395604396,0.333333333
0.625,0.65,0.725,0.75,0.75,0.725,0.85,0.8,0.725,0.725,0.725,0.5,0.625,0.425,0.4,0.7,0.45,0.6,0.337912088,0.333333333
0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.5,1,0.5,0.75,0.5,0.5,0,0.333333333
0.5,0.6,0.7,0.75,0.75,0.65,0.65,0.7,0.85,0.85,0.8,0.55,0.8,0.45,0.55,0.9,0.55,0.6,0.381868132,0.333333333
0.736486486,0.716216216,0.709459459,0.621621622,0.621621622,0.716216216,0.655405405,0.628378378,0.621621622,0.621621622,0.614864865,0.675675676,0.675675676,0.655405405,0.587837838,0.614864865,0.675675676,0.621621622,0.466015466,0.333333333
0.598101266,0.556962025,0.655063291,0.64556962,0.64556962,0.623417722,0.661392405,0.674050633,0.651898734,0.651898734,0.64556962,0.598101266,0.623417722,0.620253165,0.560126582,0.64556962,0.601265823,0.57278481,0.389085491,0.333333333
0.5,0.75,0.666666667,0.75,0.75,0.833333333,0.583333333,0.583333333,0.666666667,0.666666667,0.583333333,0.666666667,0.75,0.666666667,0.666666667,0.75,0.666666667,0.583333333,0.752747253,0.333333333
0.75,0.708333333,0.375,0.833333333,0.833333333,0.916666667,0.75,0.791666667,0.791666667,0.791666667,0.791666667,0.583333333,0.708333333,0.75,0.541666667,0.791666667,0.583333333,0.458333333,0.643956044,0.333333333
0.613636364,0.727272727,0.590909091,0.647727273,0.647727273,0.727272727,0.647727273,0.613636364,0.636363636,0.636363636,0.636363636,0.681818182,0.704545455,0.693181818,0.636363636,0.647727273,0.670454545,0.568181818,0.448979592,0.333333333
0.8,0.6,0.7,0.7,0.7,0.5,0.8,0.8,0.7,0.7,0.7,0.4,0.5,0.6,0.6,0.75,0.4,0.7,0.585164835,0.333333333
0.5,0.75,0.25,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.5,0.75,0.417582418,0.333333333
1,0.9375,0.625,0.75,0.75,0.5625,0.5625,0.625,0.75,0.75,0.75,0.6875,0.8125,0.5,0.625,0.75,0.625,0.625,0.315018315,0.333333333
0.612068966,0.594827586,0.663793103,0.663793103,0.663793103,0.577586207,0.74137931,0.75862069,0.681034483,0.681034483,0.672413793,0.50862069,0.655172414,0.577586207,0.50862069,0.715517241,0.5,0.689655172,0.582417582,0.333333333
0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.666666667,0.833333333,0.75,0.666666667,0.666666667,0.666666667,0.5,0.416666667,0.583333333,0.583333333,0.666666667,0.5,0.75,0.428571429,0.333333333
